trip_id,date_time,city_zone,vehicle_type,trip_distance_km,trip_duration_minutes,average_speed_kmph,weather_condition,traffic_level,helmet_used,accident_reported,safety_risk_level
2090,28-03-2024 01:00,IT Hub,Bicycle,4.86,8.3,24.4,Foggy,Low,Yes,No,Medium
2091,28-03-2024 02:00,Residential,Bicycle,1.85,58,12.6,Clear,Low,No,Yes,Medium
2092,28-03-2024 03:00,Commercial,E-Scooter,4.48,55.4,28.5,Foggy,Low,Yes,Yes,Low
2093,28-03-2024 04:00,Commercial,E-Bike,5.64,32.5,12.3,Hot,Low,Yes,No,Medium
2094,28-03-2024 05:00,University Zone,E-Bike,0.78,15.6,13.9,Foggy,Low,No,No,Medium
2095,28-03-2024 06:00,Residential,Bicycle,0.89,20.3,8.9,Hot,Medium,Yes,No,High
2096,28-03-2024 07:00,IT Hub,E-Scooter,5.8,24.9,19.5,Rainy,High,Yes,No,High
2097,28-03-2024 08:00,Tourist Area,E-Scooter,0.92,16.1,20.5,Hot,Medium,Yes,No,Low
2098,28-03-2024 09:00,Residential,E-Scooter,4.8,22.1,29.9,Foggy,Low,Yes,No,Medium
2099,28-03-2024 10:00,University Zone,Bicycle,9.23,23.8,10,Hot,Medium,No,No,Medium
2100,28-03-2024 11:00,Commercial,E-Scooter,7.92,39.2,29.4,Foggy,Medium,Yes,No,Medium
2101,28-03-2024 12:00,University Zone,Bicycle,9.71,59.5,14.6,Clear,Medium,Yes,No,Low
2102,28-03-2024 13:00,IT Hub,E-Bike,6.09,40.4,17.1,Foggy,Medium,Yes,No,Low
2103,28-03-2024 14:00,IT Hub,E-Bike,7.29,21.3,28.1,Hot,High,No,No,Low
2104,28-03-2024 15:00,Commercial,E-Bike,4.54,15.6,22.6,Foggy,High,No,No,Low
2105,28-03-2024 16:00,Commercial,E-Scooter,9.35,34.6,8.5,Foggy,Low,Yes,No,High
2106,28-03-2024 17:00,IT Hub,Bicycle,8.76,56.9,28.4,Foggy,Low,Yes,No,High
2107,28-03-2024 18:00,Tourist Area,Bicycle,8.17,21.3,27.7,Hot,High,No,No,Low
2108,28-03-2024 19:00,Commercial,Bicycle,0.85,42,10.4,Hot,High,No,No,High
2109,28-03-2024 20:00,Residential,E-Scooter,5.99,12.6,11.6,Rainy,High,Yes,No,Medium
2110,28-03-2024 21:00,University Zone,Bicycle,8.58,51.9,21.9,Hot,Medium,Yes,No,Low
2111,28-03-2024 22:00,University Zone,Bicycle,8.31,9.4,17,Hot,High,Yes,No,High
2112,28-03-2024 23:00,Residential,E-Bike,1.17,23.5,22.6,Foggy,Low,Yes,No,Low
2113,29-03-2024 00:00,Commercial,Bicycle,1.48,37.1,21.7,Clear,High,Yes,No,Low
2114,29-03-2024 01:00,Tourist Area,E-Bike,5.28,55.5,9.3,Hot,Medium,Yes,No,High
2115,29-03-2024 02:00,Tourist Area,Bicycle,8.58,40.2,13.5,Foggy,Medium,No,No,Medium
2116,29-03-2024 03:00,Residential,E-Scooter,3.6,51.8,18,Rainy,High,No,No,Medium
2117,29-03-2024 04:00,IT Hub,E-Scooter,1.16,45.6,29.7,Rainy,High,No,No,Low
2118,29-03-2024 05:00,Commercial,E-Bike,3.49,52.3,17.5,Hot,High,No,No,Medium
2119,29-03-2024 06:00,Commercial,Bicycle,7.76,15.1,27.3,Clear,Low,No,No,Medium
2120,29-03-2024 07:00,IT Hub,E-Scooter,3.2,28.1,9.3,Hot,Low,No,No,Medium
2121,29-03-2024 08:00,IT Hub,E-Scooter,2.75,40.9,13.5,Foggy,High,No,No,Low
2122,29-03-2024 09:00,IT Hub,E-Scooter,1.16,55.4,15.2,Foggy,Low,No,No,Low
2123,29-03-2024 10:00,University Zone,E-Bike,6.61,20,8,Hot,High,Yes,No,Low
2124,29-03-2024 11:00,Residential,Bicycle,8.94,11.2,27.8,Hot,Low,No,No,High
2125,29-03-2024 12:00,Tourist Area,Bicycle,1.39,21.6,15.2,Rainy,High,Yes,No,High
2126,29-03-2024 13:00,University Zone,E-Bike,3.92,38.2,22.4,Foggy,Low,Yes,No,Medium
2127,29-03-2024 14:00,Tourist Area,E-Scooter,9.86,31.8,11.1,Rainy,Medium,No,No,High
2128,29-03-2024 15:00,Commercial,E-Scooter,4.76,40.7,13.8,Hot,Medium,Yes,No,Low
2129,29-03-2024 16:00,Commercial,E-Bike,4.87,24.8,18.2,Clear,Low,No,No,Low
2130,29-03-2024 17:00,Commercial,E-Scooter,7.84,5.2,18.8,Foggy,Medium,No,No,Medium
2131,29-03-2024 18:00,University Zone,E-Bike,5.87,20.5,22,Rainy,Medium,No,No,High
2132,29-03-2024 19:00,Commercial,E-Scooter,1.99,59.2,10.3,Hot,Medium,No,No,Medium
2133,29-03-2024 20:00,Tourist Area,E-Scooter,7.83,56.8,18.6,Rainy,High,Yes,No,High
2134,29-03-2024 21:00,Tourist Area,E-Bike,5.19,25.1,12.6,Clear,Medium,Yes,No,High
2135,29-03-2024 22:00,IT Hub,E-Bike,6.67,30.2,8.3,Clear,High,No,No,High
2136,29-03-2024 23:00,Commercial,E-Scooter,2.8,38.6,29.1,Clear,Medium,Yes,No,Medium
2137,30-03-2024 00:00,Tourist Area,E-Bike,4.72,56.8,27.4,Rainy,Medium,No,Yes,Medium
2138,30-03-2024 01:00,Commercial,E-Scooter,9.43,59.3,24.4,Clear,High,No,No,Medium
2139,30-03-2024 02:00,Residential,E-Scooter,9.35,23.1,17.6,Hot,Low,No,No,High
2140,30-03-2024 03:00,University Zone,Bicycle,3.56,55.2,21.5,Foggy,Medium,Yes,Yes,Low
2141,30-03-2024 04:00,Residential,Bicycle,7.13,26,29,Foggy,Medium,Yes,Yes,Medium
2142,30-03-2024 05:00,IT Hub,Bicycle,5.63,7.5,8.5,Clear,High,Yes,No,Low
2143,30-03-2024 06:00,Residential,E-Bike,8.56,45.8,30,Rainy,Medium,Yes,No,High
2144,30-03-2024 07:00,Commercial,Bicycle,8.98,38,28.7,Foggy,Medium,No,No,Low
2145,30-03-2024 08:00,Tourist Area,Bicycle,6.22,10,10.8,Hot,Low,Yes,No,Medium
2146,30-03-2024 09:00,University Zone,E-Scooter,6.06,42.5,19.9,Foggy,Medium,Yes,No,Medium
2147,30-03-2024 10:00,IT Hub,E-Bike,4.2,38.7,8,Rainy,Low,Yes,No,Medium
2148,30-03-2024 11:00,IT Hub,E-Bike,8.33,47.6,26.8,Foggy,High,No,No,Low
2149,30-03-2024 12:00,University Zone,E-Scooter,7.44,39.5,15.3,Foggy,Low,Yes,No,Low
2150,30-03-2024 13:00,Tourist Area,Bicycle,4.26,13.3,18.5,Rainy,High,No,No,Low
2151,30-03-2024 14:00,IT Hub,E-Bike,3.3,29.4,25.5,Hot,Low,No,No,High
2152,30-03-2024 15:00,Tourist Area,E-Scooter,4.89,6.8,23.3,Clear,Medium,No,No,Low
2153,30-03-2024 16:00,IT Hub,Bicycle,7.47,9.1,12.8,Hot,Low,Yes,No,Low
2154,30-03-2024 17:00,Tourist Area,E-Scooter,3.93,11.6,23.3,Hot,High,No,No,Low
2155,30-03-2024 18:00,Commercial,Bicycle,6.08,11.9,9.5,Rainy,High,Yes,No,Low
2156,30-03-2024 19:00,IT Hub,E-Scooter,9.13,47.9,20,Hot,Low,No,Yes,Low
2157,30-03-2024 20:00,Residential,E-Bike,1.38,54.5,21.3,Foggy,Low,Yes,No,Low
2158,30-03-2024 21:00,IT Hub,E-Bike,6.89,31.6,21.8,Hot,Medium,No,No,Low
2159,30-03-2024 22:00,Tourist Area,Bicycle,2.5,13.8,20.3,Foggy,High,Yes,Yes,Low
2160,30-03-2024 23:00,University Zone,Bicycle,6.09,5.4,12.4,Rainy,Medium,Yes,No,Low
2161,31-03-2024 00:00,University Zone,E-Scooter,6.92,33.2,20.1,Rainy,Low,No,No,Low
2162,31-03-2024 01:00,Tourist Area,E-Bike,6.33,32.6,21.6,Clear,Medium,Yes,No,Low
2163,31-03-2024 02:00,Commercial,Bicycle,2.84,20.7,10.4,Rainy,Low,Yes,No,Low
2164,31-03-2024 03:00,Residential,E-Scooter,0.86,40.4,15.7,Clear,Low,Yes,Yes,Low
2165,31-03-2024 04:00,IT Hub,Bicycle,8.22,45.3,21.7,Clear,Medium,Yes,No,Low
2166,31-03-2024 05:00,IT Hub,E-Scooter,8.85,44.8,13.7,Hot,High,No,No,Low
2167,31-03-2024 06:00,Tourist Area,Bicycle,2.2,19.6,23.1,Rainy,Medium,Yes,No,Medium
2168,31-03-2024 07:00,IT Hub,Bicycle,5.51,15.1,16.5,Foggy,High,No,No,Low
2169,31-03-2024 08:00,Tourist Area,Bicycle,9.37,22.9,14.5,Rainy,Medium,No,Yes,Low
2170,31-03-2024 09:00,Tourist Area,Bicycle,4.73,37.4,24.2,Hot,High,Yes,No,High
2171,31-03-2024 10:00,Tourist Area,E-Scooter,9.62,36.4,9.6,Foggy,High,No,Yes,Low
2172,31-03-2024 11:00,University Zone,Bicycle,3.99,57.2,9,Foggy,Low,No,No,Medium
2173,31-03-2024 12:00,IT Hub,E-Bike,9.2,59.3,27.9,Hot,Low,Yes,No,High
2174,31-03-2024 13:00,University Zone,Bicycle,7.8,55.1,14.5,Clear,Medium,No,No,Low
2175,31-03-2024 14:00,Tourist Area,Bicycle,0.68,33.3,15.4,Rainy,High,Yes,No,Medium
2176,31-03-2024 15:00,Tourist Area,E-Bike,0.98,15.8,25.1,Hot,Medium,Yes,No,Low
2177,31-03-2024 16:00,Tourist Area,Bicycle,2.26,23.3,11.6,Clear,High,No,No,Low
2178,31-03-2024 17:00,IT Hub,E-Scooter,7.57,22.3,21.9,Hot,Low,Yes,No,Low
2179,31-03-2024 18:00,University Zone,E-Scooter,4.53,21,11.7,Clear,Medium,No,No,Medium
2180,31-03-2024 19:00,IT Hub,Bicycle,6.8,13.8,27.5,Foggy,Medium,No,No,Low
2181,31-03-2024 20:00,Residential,E-Scooter,1.92,25.3,10.2,Foggy,High,No,No,Medium
2182,31-03-2024 21:00,Residential,Bicycle,9.11,24.2,12.2,Hot,High,No,No,Low
2183,31-03-2024 22:00,Residential,E-Bike,6.55,39.9,19.7,Hot,Medium,Yes,No,High
2184,31-03-2024 23:00,Residential,E-Scooter,6.46,21.5,12.4,Rainy,Low,Yes,No,Medium
2185,01-04-2024 00:00,Tourist Area,Bicycle,9.85,43.5,18.7,Clear,Medium,Yes,No,Low
2186,01-04-2024 01:00,University Zone,E-Scooter,1.82,21.1,27,Hot,Low,No,No,Low
2187,01-04-2024 02:00,Commercial,Bicycle,2.64,50.6,28,Foggy,High,Yes,Yes,High
2188,01-04-2024 03:00,Commercial,E-Bike,6.07,14.9,16.6,Hot,High,Yes,No,Low
2189,01-04-2024 04:00,Residential,Bicycle,1.87,57.8,21.3,Foggy,Low,No,No,Low
2190,01-04-2024 05:00,University Zone,E-Scooter,6.59,38.8,15.4,Clear,High,No,No,Medium
2191,01-04-2024 06:00,IT Hub,E-Scooter,6.34,57.2,23.1,Clear,Medium,Yes,No,Low
2192,01-04-2024 07:00,IT Hub,E-Bike,5.54,10.7,24.9,Hot,Medium,Yes,No,Medium
2193,01-04-2024 08:00,Residential,E-Bike,4.59,30,8.5,Rainy,Medium,Yes,No,High
2194,01-04-2024 09:00,Residential,Bicycle,8.41,44.7,22.6,Foggy,Medium,No,No,High
2195,01-04-2024 10:00,IT Hub,Bicycle,7.89,17.4,24,Rainy,Low,Yes,No,High
2196,01-04-2024 11:00,Commercial,Bicycle,6.28,54.2,20.7,Hot,Low,Yes,No,Low
2197,01-04-2024 12:00,Commercial,Bicycle,7.37,48.2,15.2,Rainy,High,Yes,No,Medium
2198,01-04-2024 13:00,Tourist Area,E-Scooter,5.47,32.5,18.8,Foggy,Medium,Yes,No,Low
2199,01-04-2024 14:00,Commercial,Bicycle,1.83,25.7,14.9,Rainy,Medium,Yes,No,High
2200,01-04-2024 15:00,IT Hub,E-Bike,2,35.7,22.6,Rainy,High,Yes,No,Low
2201,01-04-2024 16:00,Residential,E-Scooter,3.23,50.6,14.7,Hot,Low,Yes,No,High
2202,01-04-2024 17:00,IT Hub,E-Bike,7.19,15.6,12.2,Hot,High,No,No,High
2203,01-04-2024 18:00,IT Hub,E-Scooter,1.77,8.7,8.1,Clear,Medium,Yes,No,Low
2204,01-04-2024 19:00,Tourist Area,Bicycle,5.5,46.8,17.8,Foggy,High,No,Yes,Medium
2205,01-04-2024 20:00,Commercial,E-Scooter,9.06,22.6,17.6,Foggy,Low,Yes,No,Low
2206,01-04-2024 21:00,Commercial,Bicycle,8.09,41.7,18.9,Foggy,High,Yes,Yes,Medium
2207,01-04-2024 22:00,IT Hub,E-Scooter,7.25,26.4,12.2,Clear,Low,Yes,No,Low
2208,01-04-2024 23:00,Tourist Area,E-Bike,2.53,58.2,24.8,Rainy,High,Yes,No,Low
2209,02-04-2024 00:00,IT Hub,Bicycle,7.59,30.6,26.6,Rainy,Medium,Yes,No,High
2210,02-04-2024 01:00,University Zone,E-Bike,1.21,9.1,24,Rainy,High,No,No,Low
2211,02-04-2024 02:00,University Zone,E-Scooter,5.12,35.3,22.3,Hot,Medium,No,No,High
2212,02-04-2024 03:00,Commercial,E-Bike,5.97,9.7,21.8,Hot,Medium,Yes,No,High
2213,02-04-2024 04:00,IT Hub,E-Bike,7.43,59.8,28,Hot,Medium,Yes,No,Low
2214,02-04-2024 05:00,Commercial,Bicycle,5.73,18,11.2,Hot,High,Yes,Yes,Low
2215,02-04-2024 06:00,University Zone,Bicycle,5.71,17.6,11.6,Foggy,High,Yes,No,Low
2216,02-04-2024 07:00,University Zone,E-Scooter,4.33,30.6,24.4,Clear,Low,No,No,Medium
2217,02-04-2024 08:00,IT Hub,E-Bike,8.57,35.3,15.2,Hot,Low,No,No,Low
2218,02-04-2024 09:00,Tourist Area,E-Scooter,1.95,37.7,25.1,Clear,Medium,No,No,Low
2219,02-04-2024 10:00,Commercial,Bicycle,4.36,47.3,18.7,Clear,Low,Yes,Yes,Medium
2220,02-04-2024 11:00,IT Hub,Bicycle,3.02,38.6,26.6,Hot,Low,No,No,Low
2221,02-04-2024 12:00,University Zone,E-Bike,2.79,32.7,29.6,Hot,Low,No,No,High
2222,02-04-2024 13:00,Commercial,Bicycle,3.61,25.8,9,Foggy,High,No,Yes,Low
2223,02-04-2024 14:00,Residential,E-Scooter,7.02,8.4,17,Foggy,Medium,No,No,Low
2224,02-04-2024 15:00,Commercial,E-Bike,2.18,57.8,28.3,Clear,Low,Yes,No,Low
2225,02-04-2024 16:00,Tourist Area,E-Bike,9.09,10.8,30,Clear,High,Yes,No,Low
2226,02-04-2024 17:00,IT Hub,E-Bike,9.27,8.7,11.4,Hot,Low,Yes,No,Medium
2227,02-04-2024 18:00,IT Hub,E-Bike,3.99,14.5,27.8,Hot,Low,Yes,No,Low
2228,02-04-2024 19:00,Tourist Area,E-Bike,3.39,24.5,26.1,Foggy,Low,No,No,Low
2229,02-04-2024 20:00,Commercial,E-Bike,7.31,26.7,13.4,Clear,Low,Yes,No,High
2230,02-04-2024 21:00,Commercial,E-Bike,5.95,33.5,23.3,Foggy,Medium,No,No,Low
2231,02-04-2024 22:00,University Zone,E-Bike,1.2,59.6,21.3,Foggy,Low,Yes,No,Low
2232,02-04-2024 23:00,Commercial,E-Scooter,8.73,53.1,24.4,Foggy,Medium,No,No,High
2233,03-04-2024 00:00,Residential,Bicycle,9.19,39.4,22.1,Clear,Low,No,No,Medium
2234,03-04-2024 01:00,Tourist Area,Bicycle,1.72,21.4,11.4,Foggy,High,No,No,High
2235,03-04-2024 02:00,University Zone,Bicycle,8.15,5,24.1,Clear,Low,No,Yes,Low
2236,03-04-2024 03:00,IT Hub,Bicycle,4.5,25.3,20.3,Rainy,High,Yes,No,High
2237,03-04-2024 04:00,Tourist Area,E-Bike,0.99,28.1,17.4,Clear,Medium,No,No,Low
2238,03-04-2024 05:00,IT Hub,E-Scooter,0.92,18,15.8,Hot,Low,No,No,Low
2239,03-04-2024 06:00,Tourist Area,E-Bike,8.38,39.1,11.9,Hot,Low,Yes,No,Medium
2240,03-04-2024 07:00,IT Hub,E-Scooter,2.3,24.5,22.5,Hot,Medium,Yes,No,High
2241,03-04-2024 08:00,IT Hub,E-Scooter,9.02,46.5,20.5,Foggy,High,Yes,No,Low
2242,03-04-2024 09:00,University Zone,E-Scooter,2.13,37.9,28.5,Hot,Low,Yes,No,High
2243,03-04-2024 10:00,Commercial,E-Scooter,6.28,33.1,28.1,Foggy,Medium,Yes,No,Low
2244,03-04-2024 11:00,Commercial,Bicycle,1.35,11.9,22.2,Hot,Medium,Yes,Yes,Medium
2245,03-04-2024 12:00,Tourist Area,Bicycle,6.79,59.6,23,Rainy,High,Yes,No,Medium
2246,03-04-2024 13:00,University Zone,E-Scooter,1.29,8.4,9,Rainy,High,Yes,No,Low
2247,03-04-2024 14:00,Commercial,E-Scooter,4.75,20.3,23.4,Rainy,High,Yes,No,Medium
2248,03-04-2024 15:00,IT Hub,E-Bike,8.84,42.5,19.8,Foggy,Low,Yes,No,Medium
2249,03-04-2024 16:00,Tourist Area,E-Scooter,2.02,21,11.8,Rainy,Medium,No,No,High
2250,03-04-2024 17:00,Commercial,E-Bike,1.66,13,13.6,Foggy,Medium,No,No,Low
2251,03-04-2024 18:00,Residential,Bicycle,5.23,19.9,17.9,Foggy,Low,No,No,Medium
2252,03-04-2024 19:00,Commercial,E-Scooter,7.4,58.5,11.7,Hot,Medium,Yes,No,Medium
2253,03-04-2024 20:00,IT Hub,Bicycle,7.25,47.4,16,Clear,High,Yes,No,Medium
2254,03-04-2024 21:00,University Zone,Bicycle,4.67,42.1,26,Rainy,High,Yes,No,Medium
2255,03-04-2024 22:00,Tourist Area,E-Scooter,3.23,46.4,22,Hot,High,Yes,No,Medium
2256,03-04-2024 23:00,IT Hub,E-Scooter,3.99,48.2,23.8,Clear,Low,Yes,No,High
2257,04-04-2024 00:00,IT Hub,Bicycle,3.15,54.5,13.6,Rainy,High,No,No,Low
2258,04-04-2024 01:00,Residential,E-Scooter,7.86,57.7,27.7,Rainy,Low,No,No,Medium
2259,04-04-2024 02:00,IT Hub,E-Bike,1.29,5.1,8.8,Clear,Medium,No,No,Medium
2260,04-04-2024 03:00,Residential,E-Scooter,2.71,48.6,15.9,Clear,High,No,No,High
2261,04-04-2024 04:00,IT Hub,E-Scooter,1.94,7.7,13.3,Rainy,Medium,Yes,No,Low
2262,04-04-2024 05:00,Commercial,Bicycle,2.25,26.2,18.6,Clear,High,Yes,No,High
2263,04-04-2024 06:00,Tourist Area,Bicycle,1.87,33.1,22.4,Foggy,High,No,No,Low
2264,04-04-2024 07:00,University Zone,Bicycle,4.83,41.1,28.6,Clear,High,Yes,No,Low
2265,04-04-2024 08:00,Residential,E-Scooter,0.65,31.3,21.1,Clear,Low,Yes,No,Medium
2266,04-04-2024 09:00,University Zone,E-Bike,8.13,37.7,27.3,Foggy,High,Yes,No,Low
2267,04-04-2024 10:00,Tourist Area,Bicycle,9.65,23.4,15.3,Hot,Low,No,No,Low
2268,04-04-2024 11:00,Residential,E-Scooter,1.92,15.6,22.7,Clear,Low,Yes,No,Low
2269,04-04-2024 12:00,IT Hub,E-Scooter,2.49,39.9,26.2,Foggy,Low,No,No,Medium
2270,04-04-2024 13:00,Residential,E-Scooter,9.55,19.3,24.1,Rainy,High,No,No,Low
2271,04-04-2024 14:00,University Zone,E-Scooter,5.82,19.4,18,Hot,Low,Yes,No,Low
2272,04-04-2024 15:00,Tourist Area,Bicycle,1.13,53.4,27.1,Clear,Medium,Yes,No,High
2273,04-04-2024 16:00,IT Hub,E-Bike,8.97,29.8,13.6,Rainy,Medium,Yes,No,High
2274,04-04-2024 17:00,Commercial,Bicycle,6.04,6,8.8,Hot,Medium,No,No,Low
2275,04-04-2024 18:00,IT Hub,E-Bike,8.28,54.2,27.3,Foggy,High,No,No,Low
2276,04-04-2024 19:00,IT Hub,E-Scooter,7.04,23.2,25.1,Hot,High,Yes,No,Medium
2277,04-04-2024 20:00,Commercial,Bicycle,1.21,10.9,16.8,Foggy,Medium,No,No,Low
2278,04-04-2024 21:00,IT Hub,Bicycle,4.3,19.3,18.9,Rainy,High,Yes,No,Low
2279,04-04-2024 22:00,IT Hub,E-Bike,4.4,59,21.2,Hot,High,Yes,No,High
2280,04-04-2024 23:00,University Zone,Bicycle,9.94,40.2,24.1,Rainy,Medium,No,No,High
2281,05-04-2024 00:00,Commercial,E-Bike,1.36,11.8,8.4,Foggy,Low,No,No,Low
2282,05-04-2024 01:00,Residential,Bicycle,4.05,42.6,26.4,Hot,Low,Yes,No,Low
2283,05-04-2024 02:00,IT Hub,E-Scooter,9.58,41.5,12.9,Hot,High,No,Yes,Low
2284,05-04-2024 03:00,IT Hub,Bicycle,9.57,30.7,9.3,Foggy,Low,No,No,Low
2285,05-04-2024 04:00,University Zone,E-Scooter,1.21,48.3,9,Rainy,Low,Yes,No,Low
2286,05-04-2024 05:00,IT Hub,E-Bike,2.39,48.5,20,Clear,Low,Yes,No,High
2287,05-04-2024 06:00,University Zone,E-Scooter,1.28,20.6,22.2,Hot,Medium,No,No,Low
2288,05-04-2024 07:00,University Zone,E-Bike,8.05,9.1,20.2,Rainy,Medium,No,No,Medium
2289,05-04-2024 08:00,IT Hub,Bicycle,9.57,12,17.1,Hot,High,No,No,Medium
2290,05-04-2024 09:00,IT Hub,E-Scooter,3.47,12.9,9,Hot,Low,Yes,No,Low
2291,05-04-2024 10:00,IT Hub,Bicycle,1.76,39.1,16.9,Foggy,Medium,Yes,No,Low
2292,05-04-2024 11:00,Commercial,E-Bike,5.85,16.9,26.3,Foggy,High,Yes,No,Low
2293,05-04-2024 12:00,Tourist Area,E-Scooter,1.9,29.5,29.9,Hot,High,No,No,Medium
2294,05-04-2024 13:00,Tourist Area,E-Scooter,6.73,49.3,18.7,Clear,Medium,No,No,Low
2295,05-04-2024 14:00,University Zone,E-Scooter,6.56,22.8,13.7,Foggy,High,Yes,No,Medium
2296,05-04-2024 15:00,Commercial,Bicycle,7.02,24.2,11.8,Clear,High,No,No,Low
2297,05-04-2024 16:00,Commercial,Bicycle,7.48,23.5,17.8,Clear,Medium,No,No,Low
2298,05-04-2024 17:00,Residential,Bicycle,8.61,49.8,26.2,Foggy,Medium,No,No,Medium
2299,05-04-2024 18:00,Residential,E-Bike,6.44,35.9,13.5,Rainy,Low,No,Yes,Low
2300,05-04-2024 19:00,Tourist Area,E-Bike,1.88,22.6,28.9,Rainy,High,No,No,Medium
2301,05-04-2024 20:00,Commercial,E-Bike,3.41,26.8,12.4,Rainy,Medium,Yes,No,High
2302,05-04-2024 21:00,IT Hub,E-Scooter,1.27,18.3,12.8,Hot,Medium,Yes,Yes,High
2303,05-04-2024 22:00,University Zone,Bicycle,5.41,46,14.4,Hot,Medium,No,No,Low
2304,05-04-2024 23:00,Residential,E-Bike,2.18,38,19.1,Clear,High,Yes,No,Low
2305,06-04-2024 00:00,IT Hub,Bicycle,9.62,50.6,13.4,Clear,High,Yes,No,Low
2306,06-04-2024 01:00,University Zone,E-Scooter,6.33,11.3,28.2,Hot,Low,Yes,No,Medium
2307,06-04-2024 02:00,Commercial,Bicycle,1.02,36.1,28,Rainy,Medium,Yes,No,Low
2308,06-04-2024 03:00,Residential,E-Bike,5.64,20.5,14.2,Clear,Low,Yes,Yes,Low
2309,06-04-2024 04:00,Residential,E-Scooter,6.82,35.8,21.9,Rainy,High,Yes,No,Low
2310,06-04-2024 05:00,Tourist Area,E-Bike,5.44,7,11.7,Hot,Medium,No,No,Low
2311,06-04-2024 06:00,Residential,E-Bike,0.74,53.8,12.6,Hot,Low,No,No,Medium
2312,06-04-2024 07:00,Commercial,E-Bike,5.87,44.9,28.3,Clear,High,Yes,No,Low
2313,06-04-2024 08:00,Tourist Area,Bicycle,7.95,34.3,9.1,Hot,High,No,No,Low
2314,06-04-2024 09:00,University Zone,E-Scooter,5.8,53.6,22,Clear,High,No,Yes,Medium
2315,06-04-2024 10:00,Residential,E-Bike,8.65,24.3,20.9,Foggy,Low,No,Yes,High
2316,06-04-2024 11:00,Tourist Area,E-Bike,3.51,52.7,21.1,Rainy,Medium,No,No,Medium
2317,06-04-2024 12:00,Commercial,E-Scooter,3.34,22,27.1,Hot,High,Yes,No,Low
2318,06-04-2024 13:00,Commercial,E-Bike,3.15,25.5,9.6,Rainy,Medium,No,No,High
2319,06-04-2024 14:00,IT Hub,E-Scooter,5.29,13.8,27.2,Hot,Medium,Yes,No,High
2320,06-04-2024 15:00,Tourist Area,E-Bike,6.92,42.9,11.7,Rainy,Medium,No,No,High
2321,06-04-2024 16:00,University Zone,E-Bike,9.84,12.5,13,Hot,Medium,No,Yes,Medium
2322,06-04-2024 17:00,Commercial,E-Bike,4.09,57.9,29.5,Rainy,Low,Yes,No,Medium
2323,06-04-2024 18:00,Commercial,Bicycle,9.73,40.4,27.6,Hot,Medium,Yes,No,Low
2324,06-04-2024 19:00,IT Hub,E-Scooter,1.88,36.1,28,Hot,High,No,Yes,Low
2325,06-04-2024 20:00,Tourist Area,Bicycle,2.24,43.3,13.5,Foggy,High,No,No,Medium
2326,06-04-2024 21:00,University Zone,Bicycle,5.96,53.6,13.8,Hot,High,No,Yes,Medium
2327,06-04-2024 22:00,Residential,E-Scooter,6.91,32.4,19.7,Hot,High,No,Yes,Low
2328,06-04-2024 23:00,IT Hub,E-Scooter,4.03,16.7,10.7,Rainy,Medium,No,No,High
2329,07-04-2024 00:00,Commercial,E-Scooter,4.77,16.2,11.5,Rainy,Medium,No,No,Low
2330,07-04-2024 01:00,Residential,E-Scooter,6.88,8.8,28.5,Clear,Medium,No,No,Low
2331,07-04-2024 02:00,Tourist Area,E-Bike,4.52,55.2,25.7,Foggy,High,Yes,No,High
2332,07-04-2024 03:00,IT Hub,Bicycle,3.14,22.7,17,Clear,High,No,No,Low
2333,07-04-2024 04:00,University Zone,Bicycle,2.71,33.7,16.6,Clear,High,No,No,Medium
2334,07-04-2024 05:00,Commercial,E-Bike,2.56,22.5,24.9,Hot,Medium,No,No,High
2335,07-04-2024 06:00,Commercial,Bicycle,7.15,6.1,8.7,Clear,Medium,Yes,No,High
2336,07-04-2024 07:00,University Zone,Bicycle,5.6,56.8,19.6,Clear,Medium,Yes,No,Low
2337,07-04-2024 08:00,Commercial,E-Scooter,9.38,55.1,14.9,Clear,Medium,No,No,Medium
2338,07-04-2024 09:00,Residential,E-Bike,1.7,58.5,22.1,Clear,High,No,No,Low
2339,07-04-2024 10:00,Tourist Area,E-Bike,4.93,10.1,15.5,Hot,Low,No,Yes,High
2340,07-04-2024 11:00,Commercial,E-Bike,9.22,57.7,14.6,Foggy,Medium,Yes,No,Medium
2341,07-04-2024 12:00,IT Hub,E-Bike,6.59,20,15.6,Rainy,High,No,No,Low
2342,07-04-2024 13:00,Residential,E-Scooter,5.36,56.1,19.8,Rainy,High,Yes,No,Medium
2343,07-04-2024 14:00,IT Hub,Bicycle,4.66,49.6,22.4,Hot,Medium,No,No,Medium
2344,07-04-2024 15:00,Tourist Area,E-Bike,5.18,36.2,27.3,Clear,High,Yes,No,Medium
2345,07-04-2024 16:00,Tourist Area,E-Scooter,7.14,26.2,17.2,Rainy,High,No,No,Medium
2346,07-04-2024 17:00,Commercial,E-Scooter,6.22,38.3,8.6,Clear,High,Yes,Yes,Low
2347,07-04-2024 18:00,Commercial,Bicycle,2.88,20.3,22,Hot,Low,No,No,Medium
2348,07-04-2024 19:00,Commercial,Bicycle,9.49,53.9,22,Hot,Low,Yes,No,Low
2349,07-04-2024 20:00,Residential,E-Bike,2.15,5.7,19,Rainy,Low,Yes,No,Low
2350,07-04-2024 21:00,IT Hub,E-Bike,0.51,14.3,24.5,Rainy,Low,Yes,No,High
